Wavelength (microns)	(Rp/Rs)^2	Rp/Rs
12.589254117941673	0.019584018923066236	0.13994291308625184
12.545804003458032	0.019591290049662237	0.13996888957787096
12.50250385119064	0.019582492349074918	0.13993745870593377
12.45935314356514	0.019572140530496104	0.1399004665127894
12.416351364793472	0.019573906120830004	0.1399067765364852
12.373498000867762	0.019570085992168192	0.13989312346276422
12.330792539554162	0.01956168439007737	0.1398630915934485
12.288234470386723	0.019573350043931362	0.13990478921013164
12.245823284661332	0.01955161364479393	0.13982708480403191
12.20355847542957	0.01953863241152421	0.1397806582168084
12.161439537492686	0.019545250390226563	0.13980432893950948
12.11946596739556	0.019544254515526112	0.13980076722080645
12.077637263420666	0.01956089211420798	0.13986025923831252
12.035952925582123	0.019550865622977955	0.13982440996828113
11.994412455619651	0.01953632621008123	0.13977240861515275
11.953015356992658	0.019533005190450144	0.13976052801291983
11.911761134874297	0.019523065706166312	0.13972496450586885
11.870649296145531	0.019525262460403835	0.1397328252788293
11.829679349389304	0.019511730672558514	0.1396843966681981
11.788850804884573	0.019515874683566088	0.13969922935924195
11.748163174600519	0.019505732236106965	0.1396629236272353
11.70761597219068	0.019523864514492936	0.13972782297915093
11.667208712987195	0.019522260246241777	0.13972208217115065
11.626940913994929	0.01950815393313408	0.1396715931502683
11.586812093885749	0.019508234538685852	0.13967188170381986
11.546821772992766	0.019510982498110032	0.139681718553682
11.506969473304583	0.019484995281029018	0.13958866458645205
11.46725471845963	0.01948911264955063	0.13960341202689364
11.4276770337404	0.019486392731963342	0.139593670099913
11.388235946067821	0.019491345763152906	0.13961140986020057
11.348930983995588	0.01950476783107127	0.1396594709680345
11.309761677704524	0.019495184778955597	0.13962515811613463
11.270727558996995	0.01948105922367314	0.13957456510293392
11.231828161291261	0.019501901324689132	0.13964920810620135
11.193063019615932	0.019481250175215993	0.1395752491497543
11.154431670604412	0.019477511211198416	0.13956185442734134
11.11593365248933	0.019485764852656556	0.13959142112843667
11.077568505097087	0.01948754758190674	0.1395978065082211
11.039335769842271	0.01947057577126352	0.13953700502470132
11.00123498972223	0.019478857139904885	0.13956667632320002
10.963265709311592	0.01946865233568218	0.13953011264842502
10.92542747475682	0.019483358520923515	0.13958280166597717
10.887719833770815	0.019465380684988914	0.13951838833999236
10.850142335627462	0.019464677847225557	0.13951586951750528
10.812694531156268	0.01945826183349225	0.13949287377315103
10.775375972737002	0.019473214226254826	0.1395464590244225
10.738186214294315	0.019471213362040957	0.13953928967155077
10.701124811292463	0.01944457114876085	0.13944379207681085
10.664191320729923	0.019434323223299323	0.1394070415126127
10.627385301134145	0.019454513893998035	0.13947943896502465
10.59070631255626	0.019441894157254173	0.13943419292718043
10.554153916565816	0.019456295147949894	0.13948582418278171
10.517727676245572	0.01944773718918678	0.1394551440040373
10.481427156186218	0.019448034242512444	0.13945620904969575
10.445251922481212	0.0194299439768613	0.13939133393744857
10.409201542721581	0.019454520811049585	0.1394794637609766
10.373275585990742	0.01943819944053424	0.1394209433354051
10.337473622859397	0.019439482375623398	0.1394255442005639
10.301795225380333	0.019445869898317845	0.13944844889176017
10.266239967083346	0.019437810324420414	0.13941954785617552
10.230807422970141	0.019446053605171605	0.13944910758112297
10.195497169509233	0.019442559081888626	0.13943657727400163
10.160308784630935	0.01943446470298172	0.1394075489454632
10.125241847722242	0.019451970579517034	0.13947032150073016
10.090295939621846	0.019452596332342864	0.13947256480162276
10.055470642615125	0.019462505950138473	0.13950808560846384
10.020765540429128	0.019492867480972967	0.13961685958713213
9.986180218227645	0.019472661187928855	0.13954447745406787
9.951714262606183	0.019496146115518087	0.13962860063582277
9.91736726158707	0.019486209321159666	0.13959301315309325
9.883138804614534	0.01947494488512847	0.13955265989986887
9.849028482549759	0.019487056207176705	0.13959604653132804
9.815035887666035	0.01947481003621922	0.13955217675199202
9.781160613643852	0.019477567851240545	0.1395620573481222
9.747402255566062	0.01949039309710443	0.1396079979696881
9.71376040991304	0.01950306209765392	0.1396533640756782
9.680234674557841	0.019494980623613527	0.13962442703056485
9.646824648761422	0.019502512718887033	0.1396513971247228
9.613529933167834	0.01948756877884496	0.13959788242965923
9.580350129799433	0.019510247915402835	0.13967908904128362
9.54728484205217	0.019491361109379348	0.1396114648206921
9.514333674690796	0.01950224707357643	0.13965044601996957
9.481496233844181	0.01951041182673171	0.13967967578259805
9.44877212700058	0.019505982300791275	0.13966381886799198
9.416160963002946	0.0195068296108359	0.13966685222641734
9.38366235204427	0.019510124896525073	0.13967864867804625
9.351275905662897	0.01951815779180498	0.13970740063362777
9.3190012367379	0.019522657766404886	0.13972350470269806
9.286837959484453	0.019525654268527422	0.13973422726206855
9.254785689449198	0.019523198436614892	0.13972543947547594
9.22284404350569	0.01954620496243683	0.13980774285581193
9.191012639849768	0.01951518474560087	0.139696759968157
9.159291097995043	0.01952309261327246	0.13972506079180091
9.1276790387683	0.019522830470302878	0.1397241227215361
9.096176084304995	0.01951604971423065	0.13969985581320638
9.064781858044746	0.01949831155179993	0.13963635469246513
9.0334959847268	0.019495656172898963	0.13962684617543633
9.002318090385584	0.01944127372799515	0.13943196809912406
8.971247802346202	0.019430740680770296	0.1393941917038522
8.940284749219995	0.019407542635764122	0.13931095662496945
8.909428560900121	0.019380704043483705	0.13921459709198494
8.878678868557085	0.019364584746632968	0.13915669134695954
8.848035304634381	0.019360174166423532	0.13914084291258097
8.817497502844057	0.019381395094681644	0.13921707903372216
8.787065098162369	0.019370859479986045	0.1391792350890967
8.756737726825392	0.01938880794264883	0.1392436998310833
8.726515026324684	0.019373174537802875	0.13918755166250635
8.696396635402964	0.019399845231139724	0.13928332718290343
8.666382194049765	0.019392062291439728	0.139255385143411
8.636471343497165	0.019394817967471258	0.13926527911676786
8.606663726215466	0.019401908030122702	0.139290732032403
8.57695898590894	0.01940322242454274	0.1392954501214693
8.547356767511573	0.01941950266213592	0.13935387566241536
